gene_name	gene_type
Gm14726	unprocessed_pseudogene
Gm14724	processed_pseudogene
Gm14725	unprocessed_pseudogene
Gm14728	unprocessed_pseudogene
Gm14732	processed_pseudogene
Gm14731	processed_pseudogene
Rplp1-ps1	processed_pseudogene
Gm22785	snoRNA
Gm8410	processed_pseudogene
Gm6062	processed_pseudogene
Mamld1	protein_coding
n-R5s8	rRNA
Gm14730	processed_pseudogene
Mtm1	protein_coding
Mtmr1	protein_coding
Cd99l2	protein_coding
Gm16189	antisense
Gm8421	processed_pseudogene
Gm23945	miRNA
Hmgb3	protein_coding
Gpr50	protein_coding
Gm14723	processed_pseudogene
Rpl30-ps10	processed_pseudogene
Vma21	protein_coding
Gm1141	protein_coding
Prrg3	protein_coding
Fate1	protein_coding
Cnga2	protein_coding
Magea4	protein_coding
Gm47265	unprocessed_pseudogene
Gabre	protein_coding
Mir224	miRNA
Mir452	miRNA
Magea10	protein_coding
Gabra3	protein_coding
Gm14735	processed_pseudogene
Mir767	miRNA
Mir105	miRNA
Gm23461	snRNA
Gm14736	processed_pseudogene
Gabrq	protein_coding
Magea9-ps	transcribed_processed_pseudogene
Cetn2	protein_coding
Nsdhl	protein_coding
Gm14684	lincRNA
Zfp185	protein_coding
Mir2137	miRNA
Pnma5	protein_coding
Gm6858	unprocessed_pseudogene
Pnma3	protein_coding
Xlr4a	protein_coding
Xlr3a	protein_coding
Gm20455	processed_transcript
Xlr5a	protein_coding
Gm14685	protein_coding
DXBay18	protein_coding
Xlr5b	protein_coding
Spin2d	protein_coding
Xlr3b	protein_coding
Xlr4b	protein_coding
F8a	protein_coding
Xlr4c	protein_coding
Xlr3c	protein_coding
Xlr5c	protein_coding
Gm5639	processed_pseudogene
Gm8501	processed_pseudogene
Gm45015	protein_coding
Zfp275	protein_coding
Gm18336	protein_coding
Gm26726	antisense
Gm37741	TEC
Zfp92	protein_coding
Trex2	protein_coding
Haus7	protein_coding
Bgn	protein_coding
Atp2b3	protein_coding
Gm9730	unitary_pseudogene
Dusp9	protein_coding
Pnck	protein_coding
Slc6a8	protein_coding
Bcap31	protein_coding
Abcd1	protein_coding
Gm25226	snoRNA
Plxnb3	protein_coding
Srpk3	protein_coding
Idh3g	protein_coding
Ssr4	protein_coding
Pdzd4	protein_coding
Gm14817	processed_transcript
Gm23615	snoRNA
L1cam	protein_coding
Arhgap4	protein_coding
Avpr2	protein_coding
Naa10	protein_coding
Renbp	protein_coding
Hcfc1	protein_coding
Gm8545	processed_pseudogene
Irak1	protein_coding
Mir5132	miRNA
Mir718	miRNA
Mecp2	protein_coding
Opn1mw	protein_coding
Gm6758	processed_pseudogene
Tex28	protein_coding
Rpl3-ps2	processed_pseudogene
Tktl1	protein_coding
Flna	protein_coding
Emd	protein_coding
Gm14686	transcribed_processed_pseudogene
Rpl10	protein_coding
Snora70	snoRNA
Dnase1l1	protein_coding
Mir7091	miRNA
Gm14846	processed_pseudogene
Taz	protein_coding
Atp6ap1	protein_coding
Gdi1	protein_coding
Fam50a	protein_coding
Mir7092	miRNA
Plxna3	protein_coding
Lage3	protein_coding
Ubl4a	protein_coding
Slc10a3	protein_coding
Fam3a	protein_coding
Ikbkg	protein_coding
G6pdx	protein_coding
Ctag2l1	protein_coding
Gm6881	processed_pseudogene
Gm15361	processed_pseudogene
Gm15362	processed_pseudogene
Gm15364	processed_pseudogene
Gm26125	snRNA
Gm4989	processed_pseudogene
Olfr1326-ps1	protein_coding
Olfr1325	protein_coding
Gm26417	snoRNA
Gm5640	protein_coding
Xlr5d-ps	unprocessed_pseudogene
Spin2-ps2	processed_pseudogene
Xlr3d-ps	unprocessed_pseudogene
Gm15365	processed_pseudogene
Gm22351	snRNA
Xlr4d-ps	unprocessed_pseudogene
Ctag2l2	protein_coding
Gm14755	processed_pseudogene
Olfr1327-ps1	unprocessed_pseudogene
Gm14758	unprocessed_pseudogene
Gm14695	unprocessed_pseudogene
Gm8617	processed_pseudogene
Spin2-ps3	processed_pseudogene
Xlr5e-ps	unprocessed_pseudogene
Gm5936	protein_coding
Gm14694	unprocessed_pseudogene
Gm6897	unprocessed_pseudogene
Gm14756	processed_pseudogene
Spin2-ps4	processed_pseudogene
Xlr3e-ps	unprocessed_pseudogene
Xlr4e-ps	unprocessed_pseudogene
Gm15363	unprocessed_pseudogene
Gab3	protein_coding
Gm25629	snRNA
Gm15367	processed_pseudogene
Dkc1	protein_coding
Gm25520	snoRNA
Mpp1	protein_coding
Gm15378	processed_pseudogene
Fam220-ps	processed_pseudogene
Smim9	protein_coding
Gm8503	processed_pseudogene
F8	protein_coding
Gm6039	processed_pseudogene
Gm8522	processed_pseudogene
Fundc2	protein_coding
Cmc4	protein_coding
Mtcp1	protein_coding
Brcc3	protein_coding
Gm15379	processed_pseudogene
Gm15385	unprocessed_pseudogene
Gm8666	processed_pseudogene
Vbp1	protein_coding
Gm15384	antisense
Rab39b	protein_coding
Gm15063	antisense
Gm25421	snRNA
Gm15065	processed_pseudogene
4933407K13Rik	processed_transcript
Gm7153	processed_pseudogene
Pls3	protein_coding
Gm23320	snoRNA
Oat-rs1	processed_pseudogene
Gm14715	lincRNA
Gm7155	processed_pseudogene
Gm8692	processed_pseudogene
Gm14710	unprocessed_pseudogene
Gm5397	unprocessed_pseudogene
Gm14711	unprocessed_pseudogene
Gm14707	antisense
Gm14717	antisense
Cldn34b3	protein_coding
Gm14712	processed_pseudogene
Magea7-ps	unprocessed_pseudogene
Gm14709	processed_pseudogene
Cldn34b4	protein_coding
Gm5793	unprocessed_pseudogene
Cldn34d	protein_coding
Gm14716	processed_pseudogene
Gm14713	processed_pseudogene
Gm26041	rRNA
Gm23280	snoRNA
Gm14706	processed_pseudogene
Gm14714	processed_pseudogene
Gm5398	processed_pseudogene
Gm5757	processed_pseudogene
Gm5937	processed_pseudogene
Tbl1x	protein_coding
Gm23121	snRNA
Cldn34-ps	processed_pseudogene
Gm14746	processed_pseudogene
Gm14748	unprocessed_pseudogene
Gm8722	processed_pseudogene
Prkx	protein_coding
Gm14742	lincRNA
Pbsn	protein_coding
Gm14744	protein_coding
5430402E10Rik	protein_coding
Gm14750	unprocessed_pseudogene
Gm14753	processed_pseudogene
Gm16458	unprocessed_pseudogene
Obp1a	protein_coding
Gm5938	protein_coding
Obp1b	protein_coding
Gm14743	protein_coding
Gm8749	processed_pseudogene
4930480E11Rik	protein_coding
Gm14749	processed_pseudogene
Gm8754	processed_pseudogene
Gm14752	processed_pseudogene
Gm14745	processed_pseudogene
Prrg1	protein_coding
Gm22843	snoRNA
Gm8757	processed_pseudogene
Gm8761	processed_pseudogene
Gm14747	processed_pseudogene
Fam47c	protein_coding
Gm8770	processed_pseudogene
Gm5939	processed_pseudogene
Gm23556	miRNA
Gm14751	processed_pseudogene
Rps24-ps3	processed_pseudogene
Cfap47	protein_coding
Mageb16	protein_coding
Gm4772	processed_pseudogene
Gm4773	processed_pseudogene
Gm14760	processed_pseudogene
Gm6952	processed_pseudogene
Gm14768	processed_pseudogene
Gm5940	processed_pseudogene
Gm8806	processed_pseudogene
Gm6954	processed_pseudogene
Gm14733	processed_pseudogene
Tmem47	protein_coding
Gm14754	processed_pseudogene
4930595M18Rik	protein_coding
Actr3-ps	processed_pseudogene
Gm26174	ribozyme
Gm22686	snRNA
Rpl10-ps4	processed_pseudogene
Gm24706	snoRNA
Gm14740	processed_pseudogene
Gm14739	processed_pseudogene
Gm24470	snoRNA
Gm14741	processed_pseudogene
Gm23671	misc_RNA
Dmd	protein_coding
n-R5s9	rRNA
Tsga8	protein_coding
Gm22580	snRNA
Gm14769	processed_pseudogene
Gm14770	processed_pseudogene
Gm14771	processed_pseudogene
Gm16463	processed_pseudogene
Fthl17a	protein_coding
Gm14765	processed_pseudogene
Tab3	protein_coding
Gm44378	miRNA
Gk	protein_coding
Gm14767	processed_pseudogene
Gm14764	antisense
Gm14766	processed_pseudogene
Gm6964	processed_pseudogene
Gm14761	processed_pseudogene
Gm14762	lincRNA
5430427O19Rik	protein_coding
Gm14772	processed_pseudogene
Samt3	protein_coding
Nr0b1	protein_coding
Mageb4	protein_coding
Gm8839	processed_pseudogene
Mageb10-ps	unprocessed_pseudogene
Gm8844	processed_pseudogene
Mageb8-ps	unprocessed_pseudogene
Gm41	unprocessed_pseudogene
Mageb6-ps	unprocessed_pseudogene
AL645467.1	unprocessed_pseudogene
Mageb7-ps	unprocessed_pseudogene
n-R5s10	rRNA
Il1rapl1	protein_coding
Gm14775	processed_pseudogene
Gm8855	processed_pseudogene
Gm14776	processed_pseudogene
Gm24812	misc_RNA
Gm14774	processed_pseudogene
Gm25006	snRNA
Gm8858	processed_pseudogene
Gm14793	processed_pseudogene
Gm8864	processed_pseudogene
Gm14795	processed_pseudogene
Gm14792	processed_pseudogene
Ppp4r3c-ps	processed_pseudogene
Gm14794	processed_pseudogene
Gm8876	processed_pseudogene
Gm27000	lincRNA
Mir1906-2	miRNA
Gm27335	misc_RNA
Gm5759	processed_pseudogene
Gm8880	processed_pseudogene
Gm16412	processed_pseudogene
Gm14791	processed_pseudogene
Gm14796	processed_pseudogene
Gm14797	processed_pseudogene
Gm649	unprocessed_pseudogene
AL732291.1	unprocessed_pseudogene
Gm14805	processed_pseudogene
Dcaf8l	protein_coding
Gm14804	processed_pseudogene
Gm6973	processed_pseudogene
4932429P05Rik	protein_coding
Gm7108	processed_pseudogene
Gm24954	miRNA
Nanog-ps1	processed_pseudogene
4930415L06Rik	protein_coding
Gm6027	processed_pseudogene
Gm4746	processed_pseudogene
Gm6977	processed_pseudogene
Gm44	protein_coding
Gm14773	lincRNA
Gm24835	miRNA
Gm14786	processed_pseudogene
Gm8908	processed_pseudogene
Gm14788	processed_pseudogene
Mageb2	protein_coding
Gm14783	processed_pseudogene
Gm5072	protein_coding
Gm8914	protein_coding
Gm14787	processed_pseudogene
Gm8916	processed_pseudogene
Gm14785	processed_pseudogene
1700084M14Rik	protein_coding
Mageb17-ps	unprocessed_pseudogene
Gm14781	protein_coding
Mageb5	protein_coding
Gm14782	processed_pseudogene
Gm7113	unprocessed_pseudogene
Gm16465	processed_pseudogene
Gm5071	processed_pseudogene
Gm14784	processed_pseudogene
Mageb1	protein_coding
Gm4911	unprocessed_pseudogene
Gm4912	unprocessed_pseudogene
Mageb18	protein_coding
Gm14777	processed_pseudogene
Gm5941	protein_coding
Gm6982	processed_pseudogene
Gm25332	snRNA
Gm24973	miRNA
1700003E24Rik	lincRNA
Gm24123	snoRNA
BC061195	lincRNA
Gm23454	snoRNA
Arx	protein_coding
Pola1	protein_coding
Gm14780	processed_pseudogene
Gm23557	scaRNA
Gm6985	processed_pseudogene
Pcyt1b	protein_coding
Pdk3	protein_coding
Supt20-ps	processed_pseudogene
Gm15164	processed_pseudogene
AU015836	protein_coding
Gm14790	processed_pseudogene
Gm15165	processed_pseudogene
Gm6987	processed_pseudogene
Gm14798	antisense
Zfx	protein_coding
Eif2s3x	protein_coding
Klhl15	protein_coding
Mir7673	miRNA
Gm5400	processed_pseudogene
Gm14826	processed_pseudogene
Gm14825	processed_pseudogene
AL646049.1	protein_coding
Fam90a1b	protein_coding
Apoo	protein_coding
Gm44477	miRNA
Gm9003	processed_pseudogene
Gm14827	lincRNA
AL627302.1	unitary_pseudogene
Gm24595	snoRNA
Maged1	protein_coding
Gm9005	processed_pseudogene
Gm14831	processed_pseudogene
Gm5401	processed_pseudogene
Gm9009	processed_pseudogene
Gspt2	protein_coding
Gm5402	processed_pseudogene
Zxdb	protein_coding
Gm39526	lincRNA
Gm7061	processed_pseudogene
Gm14830	processed_pseudogene
Rpl13-ps5	processed_pseudogene
Zxda	unprocessed_pseudogene
Gm371	processed_pseudogene
Spin4	protein_coding
Arhgef9	protein_coding
Gm6092	processed_pseudogene
Gm14807	processed_pseudogene
Gm3712	processed_pseudogene
Gm14806	processed_pseudogene
Amer1	protein_coding
Asb12	protein_coding
Pfn5	protein_coding
Gm9043	unprocessed_pseudogene
Zc4h2	protein_coding
Zc3h12b	protein_coding
1700010D01Rik	lincRNA
Las1l	protein_coding
Msn	protein_coding
Gm24718	scaRNA
Gm14925	processed_pseudogene
Gm9051	processed_pseudogene
F630028O10Rik	antisense
Mir223	miRNA
Vsig4	protein_coding
Hsf3	protein_coding
Gm14933	processed_pseudogene
Heph	protein_coding
Rpl17-ps8	processed_pseudogene
Gm14935	processed_pseudogene
Gpr165	protein_coding
Gm16394	processed_pseudogene
Gm14803	processed_pseudogene
Gm9059	processed_pseudogene
Gm9060	processed_pseudogene
Pgr15l	protein_coding
Gm14800	processed_pseudogene
Eda2r	protein_coding
Gm9062	processed_pseudogene
Gm14802	processed_pseudogene
Ar	protein_coding
Gm14811	processed_pseudogene
Gm14815	processed_pseudogene
Gm14810	processed_pseudogene
Ophn1	protein_coding
Gm27554	miRNA
Gm26000	snRNA
Yipf6	protein_coding
Gm14813	processed_pseudogene
Stard8	protein_coding
Gm5760	processed_pseudogene
Efnb1	protein_coding
Gm14812	lincRNA
Gm14809	lincRNA
Gm14808	antisense
Pja1	protein_coding
Gm14816	processed_pseudogene
Pcna-ps1	processed_pseudogene
Tmem28	protein_coding
Eda	protein_coding
Gm14832	processed_pseudogene
Gm14829	processed_pseudogene
Gm14828	processed_pseudogene
Mir676	miRNA
Awat2	protein_coding
Otud6a	protein_coding
Igbp1	protein_coding
Dgat2l6	protein_coding
Awat1	protein_coding
Gm6175	processed_pseudogene
P2ry4	protein_coding
Arr3	protein_coding
Pdzd11	protein_coding
Kif4	protein_coding
Gdpd2	protein_coding
Gm14866	processed_transcript
Gm14902	lincRNA
Gm22160	misc_RNA
Dlg3	protein_coding
Tex11	protein_coding
Gm24577	snRNA
Gm27510	snRNA
Gm14901	processed_pseudogene
Gm9078	processed_pseudogene
Slc7a3	protein_coding
Snx12	protein_coding
Gm24061	snoRNA
Gm14842	processed_pseudogene
Gm22472	snRNA
Foxo4	protein_coding
Gm614	protein_coding
Gm20489	protein_coding
Il2rg	protein_coding
Med12	protein_coding
Gm21986	processed_transcript
Nlgn3	protein_coding
Gjb1	protein_coding
Zmym3	protein_coding
Nono	protein_coding
Itgb1bp2	protein_coding
Gm14843	processed_pseudogene
Gm6184	processed_pseudogene
Taf1	protein_coding
Ogt	protein_coding
Gm14845	processed_pseudogene
Gm50476	unitary_pseudogene
Gm9089	processed_pseudogene
Cxcr3	protein_coding
Tpt1-ps6	processed_pseudogene
Gm9095	processed_pseudogene
Gm4779	protein_coding
8030474K03Rik	protein_coding
Gm9097	processed_pseudogene
AL805980.1	protein_coding
H3f3a-ps1	processed_pseudogene
Nhsl2	protein_coding
Gm25828	snRNA
Gm27843	miRNA
Rtl5	protein_coding
Gm5125	processed_pseudogene
Pin4	protein_coding
Gm16471	processed_pseudogene
Ercc6l	protein_coding
Gm9103	processed_pseudogene
Rps4x	protein_coding
Gm14859	processed_pseudogene
Cited1	protein_coding
Gm14858	processed_transcript
Gm26318	miRNA
Hdac8	protein_coding
Phka1	protein_coding
Gm9109	processed_pseudogene
Gm14840	processed_pseudogene
Gm3880	protein_coding
Gm9112	protein_coding
Dmrtc1b	protein_coding
Gm9115	processed_pseudogene
Gm14839	unprocessed_pseudogene
Gm4234	unprocessed_pseudogene
Gm9119	unprocessed_pseudogene
Gm5166	unprocessed_pseudogene
Gm25358	rRNA
Dmrtc1c1	protein_coding
Gm9126	unprocessed_pseudogene
Gm16511	unprocessed_pseudogene
Gm24509	rRNA
Dmrtc1c2	protein_coding
Gm26152	rRNA
1700031F05Rik	protein_coding
Gm9133	unprocessed_pseudogene
Dmrtc1a	protein_coding
1700011M02Rik	protein_coding
1700018G05Rik	protein_coding
Gm14841	processed_pseudogene
Gm14837	processed_pseudogene
Gm21998	processed_pseudogene
Pabpc1l2b-ps	processed_pseudogene
Gm9143	processed_pseudogene
Pabpc1l2a-ps	processed_pseudogene
Gm3928	processed_pseudogene
Gm14838	processed_pseudogene
Gm6206	processed_pseudogene
4930519F16Rik	transcribed_unitary_pseudogene
Nap1l2	protein_coding
Gm9050	processed_pseudogene
Gm14847	processed_pseudogene
Gm19200	processed_pseudogene
Gm14848	processed_pseudogene
Gm3931	processed_pseudogene
Cdx4	protein_coding
Gm9516	processed_pseudogene
Chic1	protein_coding
Gm26952	antisense
Tsx	protein_coding
Gm26992	protein_coding
Tsix	antisense
Xist	lincRNA
Gm27733	misc_RNA
Gm27927	misc_RNA
Gm27520	misc_RNA
Gm14861	processed_pseudogene
Rps12-ps1	processed_pseudogene
Jpx	lincRNA
Gm27875	misc_RNA
Gm9670	transcribed_processed_pseudogene
Gm14860	processed_pseudogene
Gm9785	transcribed_processed_pseudogene
Gm9157	transcribed_processed_pseudogene
Ftx	lincRNA
Mir421	miRNA
Mir374b	miRNA
Mir374c	miRNA
Gm38020	TEC
Gm27798	misc_RNA
Gm9159	processed_pseudogene
Gm27987	misc_RNA
Gm27285	misc_RNA
Gm27321	misc_RNA
Zcchc13	protein_coding
Gm14874	processed_pseudogene
Gm14875	processed_pseudogene
Gm3943	processed_pseudogene
Slc16a2	protein_coding
Gm6222	transcribed_processed_pseudogene
Gm37956	TEC
Gm14893	processed_pseudogene
Gm9164	processed_pseudogene
Gm9166	processed_pseudogene
Rlim	protein_coding
Gm14892	processed_pseudogene
Gm23378	snRNA
Gm22266	snoRNA
Gm24993	miRNA
Nexmif	protein_coding
Mir672	miRNA
Abcb7	protein_coding
Vcp-rs	processed_pseudogene
Gm6238	processed_pseudogene
Uprt	protein_coding
Zdhhc15	protein_coding
Gm22430	snoRNA
Gm14822	processed_pseudogene
1700121L16Rik	lincRNA
Magee2	protein_coding
Gm6285	processed_pseudogene
Gm22090	snRNA
Gm9673	processed_pseudogene
5530601H04Rik	processed_transcript
Pbdc1	protein_coding
Magee1	protein_coding
Gm6292	processed_pseudogene
E530001F21Rik	processed_pseudogene
Rpl30-ps9	processed_pseudogene
Gm14824	processed_pseudogene
Mir384	miRNA
5330434G04Rik	lincRNA
Mir325	miRNA
Rab9b-ps1	processed_pseudogene
Cypt2	protein_coding
Gm14823	processed_pseudogene
Gm14855	processed_pseudogene
Gm14854	processed_pseudogene
Gm7117	processed_pseudogene
Fgf16	protein_coding
Atrx	protein_coding
Gm26020	snRNA
Gm14853	processed_pseudogene
Gm23656	snRNA
Magt1	protein_coding
Cox7b	protein_coding
Atp7a	protein_coding
Tlr13	protein_coding
Gm14856	processed_pseudogene
Pgk1	protein_coding
Taf9b	protein_coding
Fnd3c2	protein_coding
Gm14852	unprocessed_pseudogene
Gm14857	processed_pseudogene
Gm5133	unprocessed_pseudogene
Mir6382	miRNA
Gm14876	unprocessed_pseudogene
Gm6325	unprocessed_pseudogene
Fndc3c1	protein_coding
Gm27428	miRNA
Cysltr1	protein_coding
Gm5127	protein_coding
Gm24622	snRNA
Gm14877	processed_pseudogene
Gm14878	processed_pseudogene
Gm14879	processed_pseudogene
Gm9200	processed_pseudogene
Gm24491	snRNA
Gm22102	miRNA
Gm14882	processed_pseudogene
Gm14881	processed_pseudogene
Gm14880	processed_pseudogene
Rtl3	protein_coding
Lpar4	protein_coding
P2ry10	protein_coding
P2ry10b	protein_coding
Gm14834	processed_pseudogene
Gm14836	processed_pseudogene
Gpr174	protein_coding
Gm9208	processed_pseudogene
Gm14833	processed_pseudogene
Gm5392	processed_pseudogene
Itm2a	protein_coding
Gm14835	processed_pseudogene
4933401B06Rik	transcribed_processed_pseudogene
Tbx22	protein_coding
2610002M06Rik	protein_coding
Tent5d	protein_coding
Gm732	protein_coding
Gm14849	processed_pseudogene
Gm378	processed_pseudogene
Gm9218	processed_pseudogene
Gm379	transcribed_processed_pseudogene
Brwd3	protein_coding
2810403D21Rik	processed_transcript
Gm14870	processed_pseudogene
5730416F02Rik	processed_pseudogene
Hmgn5	protein_coding
Gm23322	snRNA
Gm25797	snRNA
Sh3bgrl	protein_coding
Gm26415	misc_RNA
Gm14869	processed_pseudogene
Gm6377	protein_coding
Gm14868	processed_pseudogene
Gm4784	processed_pseudogene
Gm4991	processed_pseudogene
Gm7134	processed_pseudogene
Gm9225	processed_pseudogene
Gm14886	processed_pseudogene
Gm26108	snRNA
Gm44593	lincRNA
Pou3f4	protein_coding
Cylc1	protein_coding
Gm10112	processed_pseudogene
Rps6ka6	protein_coding
Hdx	protein_coding
Gm7340	processed_pseudogene
Gm14898	processed_pseudogene
Gm14899	processed_pseudogene
Gm45194	protein_coding
Tex16	protein_coding
Gm14900	processed_pseudogene
Gm6335	processed_pseudogene
4933403O08Rik	protein_coding
Gm5393	processed_pseudogene
Apool	protein_coding
Satl1	protein_coding
Gm6418	processed_pseudogene
Gm14908	processed_pseudogene
2010106E10Rik	protein_coding
Zfp711	protein_coding
Pof1b	protein_coding
Gm14921	processed_pseudogene
Gm14922	processed_pseudogene
Gm14923	processed_pseudogene
Gm6427	processed_pseudogene
Gm6429	processed_pseudogene
Gm14937	processed_pseudogene
Gm14938	processed_pseudogene
Gm14936	lincRNA
Gm14939	processed_pseudogene
Chm	protein_coding
Mir361	miRNA
Gm7405	processed_pseudogene
Dach2	protein_coding
Gm24831	snRNA
Gm23985	snoRNA
Gm4915	processed_pseudogene
Gm14896	processed_pseudogene
Gm7416	processed_pseudogene
Gm7146	processed_pseudogene
Klhl4	protein_coding
Gm14895	processed_pseudogene
Gm1866	processed_pseudogene
Gm14894	processed_pseudogene
Gm5942	processed_pseudogene
Gm14897	processed_pseudogene
Ube2dnl1	protein_coding
Ube2dnl2	protein_coding
4930555B12Rik	lincRNA
Gm4914	processed_pseudogene
Gm7429	processed_pseudogene
Gm5943	processed_pseudogene
Gm14905	processed_pseudogene
Gm25366	snRNA
Gm27414	scaRNA
Gm6461	processed_pseudogene
Gm5944	processed_pseudogene
Gm14903	processed_pseudogene
Gm14906	processed_pseudogene
Gm14907	processed_pseudogene
Gm24683	miRNA
Gm14904	processed_pseudogene
Gm24624	snRNA
Cpxcr1	protein_coding
H2ab2	protein_coding
Gm24438	snoRNA
Gm16373	processed_pseudogene
Gm14919	processed_pseudogene
H2ab1	protein_coding
Gm14918	processed_pseudogene
Gm14913	processed_pseudogene
Gm6491	processed_pseudogene
Gm28579	lincRNA
Gm14911	processed_pseudogene
Gm14914	processed_pseudogene
Gm14917	processed_pseudogene
Gm6500	processed_pseudogene
Gm14916	processed_pseudogene
Gm14912	processed_pseudogene
Gm14915	processed_pseudogene
Gm14909	processed_pseudogene
Gm14910	processed_pseudogene
Tgif2lx2	protein_coding
Tgif2lx1	protein_coding
Gm7485	processed_pseudogene
Gm14926	processed_pseudogene
Gm26182	snoRNA
Gm14929	lincRNA
Pabpc5	protein_coding
Gm4913	processed_pseudogene
Gm16420	processed_pseudogene
Gm5863	processed_pseudogene
Gm14928	processed_pseudogene
Pcdh11x	protein_coding
H2ab3	protein_coding
Gm14931	processed_pseudogene
Gm14927	processed_pseudogene
Gm14930	processed_pseudogene
Gm4993	processed_pseudogene
Gm22590	snoRNA
Gm5394	processed_pseudogene
Gm25825	scaRNA
Gm5648	processed_pseudogene
Gm14932	processed_pseudogene
Gm23277	snoRNA
Gm14943	processed_pseudogene
Gm14945	processed_pseudogene
Gm4992	processed_pseudogene
Gm24783	snRNA
Gm16421	processed_pseudogene
Gm14946	processed_pseudogene
Gm14942	processed_pseudogene
Nap1l3	protein_coding
Gm14947	processed_pseudogene
Gm14940	processed_pseudogene
Gm17521	lincRNA
Cldn34c1	protein_coding
Astx6	lincRNA
Srsx	TEC
Gm17577	lincRNA
Gm14951	lincRNA
Rps12-ps21	processed_pseudogene
Gm2411	protein_coding
Astx2	lincRNA
Gm17412	lincRNA
Rps12-ps22	processed_pseudogene
Cldn34c2	protein_coding
Gm14950	lincRNA
Gm17467	lincRNA
Rps12-ps23	processed_pseudogene
Cldn34c3	unprocessed_pseudogene
Astx5	lincRNA
Rps12-ps20	processed_pseudogene
Gm5945	protein_coding
Vmn2r121	protein_coding
Rps12-ps6	processed_pseudogene
Astx1a	lincRNA
Rps12-ps11	processed_pseudogene
Gm17584	lincRNA
Astx4a	lincRNA
Rps12-ps12	processed_pseudogene
Gm17469	lincRNA
Astx4b	lincRNA
Rps12-ps18	processed_pseudogene
Gm50465	lincRNA
Astx1b	lincRNA
Rps12-ps15	processed_pseudogene
Gm17361	lincRNA
Gm50485	lincRNA
Gm21616	lincRNA
Rps12-ps17	processed_pseudogene
Gm50486	lincRNA
Astx4c	lincRNA
Rps12-ps13	processed_pseudogene
Gm17693	lincRNA
Astx1c	lincRNA
Rps12-ps14	processed_pseudogene
Gm17522	lincRNA
Gm17522	lincRNA
Astx4d	lincRNA
Rps12-ps16	processed_pseudogene
Gm17267	lincRNA
Astx3	lincRNA
Gm14957	unprocessed_pseudogene
Gm14971	processed_pseudogene
Gm7746	processed_pseudogene
4932411N23Rik	protein_coding
Gm23586	snoRNA
Gm381	processed_pseudogene
Gm14973	processed_pseudogene
Gm14972	processed_pseudogene
Gm382	protein_coding
Gm22139	snRNA
4921511C20Rik	protein_coding
Gm22636	misc_RNA
Gm14970	processed_pseudogene
Cldn34c4	protein_coding
Gm25061	snRNA
Gm5403	processed_pseudogene
Mdm4-ps	processed_pseudogene
Gm14975	processed_pseudogene
Gm4916	transcribed_processed_pseudogene
Gm38390	TEC
Gm26475	miRNA
Gm24522	snRNA
4930558G05Rik	lincRNA
Gm26029	snoRNA
Gm22225	misc_RNA
Gm14986	processed_pseudogene
Gm14985	processed_pseudogene
Gm14983	processed_pseudogene
Diaph2	protein_coding
Gm14984	processed_pseudogene
Gm14987	processed_pseudogene
Gm7781	processed_pseudogene
Gm14982	processed_pseudogene
Gm26209	miRNA
Gm25170	snoRNA
Gm14976	processed_pseudogene
Gm7790	processed_pseudogene
Gm14977	processed_pseudogene
Gm4994	processed_pseudogene
Gm7058	processed_pseudogene
Gm14981	processed_pseudogene
Gm26406	snoRNA
Gm23768	snoRNA
Gm22143	misc_RNA
Gm7820	processed_pseudogene
Gm7821	processed_pseudogene
Gm7823	processed_pseudogene
Gm14979	processed_pseudogene
Gm22552	misc_RNA
Gm14980	processed_pseudogene
Pcdh19	protein_coding
Tnmd	protein_coding
Tspan6	protein_coding
4930570D08Rik	processed_transcript
Srpx2	protein_coding
Sytl4	protein_coding
Gm7841	processed_pseudogene
Cstf2	protein_coding
Mir3112	miRNA
Nox1	protein_coding
Xkrx	protein_coding
Arl13a	protein_coding
Trmt2b	protein_coding
Tmem35a	protein_coding
Cenpi	protein_coding
Drp2	protein_coding
Taf7l	protein_coding
Gm16410	processed_pseudogene
Gm23124	snRNA
Timm8a1	protein_coding
Btk	protein_coding
Gm15154	processed_pseudogene
Rpl36a	protein_coding
Gla	protein_coding
Hnrnph2	protein_coding
Gm7855	processed_pseudogene
Gm7857	processed_pseudogene
B230119M05Rik	processed_transcript
Armcx4	protein_coding
Armcx1	protein_coding
Gm16397	processed_pseudogene
Gm10344	TEC
Armcx6	protein_coding
Armcx3	protein_coding
Mir7093	miRNA
Armcx2	protein_coding
Gm7222	processed_pseudogene
Gm15018	processed_pseudogene
Nxf2	protein_coding
Zmat1	protein_coding
3632454L22Rik	processed_transcript
Gm6207	transcribed_unprocessed_pseudogene
Gm15020	processed_transcript
Gm25868	snoRNA
Gm15023	protein_coding
Tceal6	protein_coding
Gm15022	processed_pseudogene
Pramel	unprocessed_pseudogene
Pramel3	protein_coding
Gm25936	snoRNA
Gm15017	processed_transcript
Gm6215	transcribed_processed_pseudogene
Gm5128	protein_coding
Gm22006	snoRNA
Gm6221	unprocessed_pseudogene
Gm7903	protein_coding
Gm24416	snoRNA
Gm7905	unprocessed_pseudogene
AV320801	protein_coding
Gm22233	snoRNA
Gm15015	processed_transcript
Gm6228	transcribed_unprocessed_pseudogene
Nxf7	protein_coding
Prame	protein_coding
Gm15021	processed_pseudogene
